date,price
2007-09-10 ,947.009803922
2007-09-11 ,1013.29411765
2007-09-12 ,1033.66666667
2007-09-13 ,984.549019608
2007-09-14 ,979.352941176
2007-09-15 ,900.450980392
2007-09-16 ,1013.42156863
2007-09-17 ,987.676470588
2007-09-18 ,995.735294118
2007-09-19 ,1016.64705882
2007-09-20 ,991.825882353
2007-09-21 ,1002.00980392
2007-09-22 ,1001.23764706
2007-09-23 ,977.647058824
2007-09-24 ,1001.60784314
2007-09-25 ,1022.47058824
2007-09-26 ,979.431372549
2007-09-27 ,993.215686275
2007-09-28 ,1006.82352941
2007-09-29 ,972.460784314
2007-09-30 ,968.254901961
2007-10-01 ,968.382352941
2007-10-02 ,945.068627451
2007-10-03 ,994.715686275
2007-10-04 ,959.245098039
2007-10-05 ,1014.72784314
2007-10-06 ,993.784313725
2007-10-07 ,1019.02941176
2007-10-08 ,988.539215686
2007-10-09 ,992.81372549
2007-10-10 ,984.460784314
2007-10-11 ,1011.03921569
2007-10-12 ,996.715686275
2007-10-13 ,983.352941176
2007-10-14 ,975.450980392
2007-10-15 ,1010.24509804
2007-10-16 ,983.950980392
2007-10-17 ,1015.89215686
2007-10-18 ,1061.88235294
2007-10-19 ,1041.83333333
2007-10-20 ,1031.29411765
2007-10-21 ,1030.03921569
2007-10-22 ,1057.44117647
2007-10-23 ,1075.89215686
2007-10-24 ,1065.98039216
2007-10-25 ,1038.78921569
2007-10-26 ,1064.0
2007-10-27 ,1101.58823529
2007-10-28 ,1034.98039216
2007-10-29 ,1069.45098039
2007-10-30 ,1051.88235294
2007-10-31 ,1065.2254902
2007-11-01 ,1067.90196078
2007-11-02 ,1068.26470588
2007-11-03 ,1045.51960784
2007-11-04 ,1029.14705882
2007-11-05 ,1063.83333333
2007-11-06 ,1049.47058824
2007-11-07 ,1070.03921569
2007-11-08 ,1107.61764706
2007-11-09 ,1066.58823529
2007-11-10 ,1067.42
2007-11-11 ,1021.79411765
2007-11-12 ,1151.87254902
2007-11-13 ,1150.21568627
2007-11-14 ,1169.31372549
2007-11-15 ,1063.97058824
2007-11-16 ,1055.24509804
2007-11-17 ,1058.52941176
2007-11-18 ,1027.23529412
2007-11-19 ,1043.02941176
2007-11-20 ,1037.83333333
2007-11-21 ,1038.52941176
2007-11-22 ,1039.50980392
2007-11-23 ,1037.75490196
2007-11-24 ,1049.07843137
2007-11-25 ,1033.00980392
2007-11-26 ,1027.89215686
2007-11-27 ,1032.68627451
2007-11-28 ,1031.96078431
2007-11-29 ,1028.57843137
2007-11-30 ,1026.91666667
2007-12-01 ,1014.65686275
2007-12-02 ,1018.47058824
2007-12-03 ,1043.26470588
2007-12-04 ,1030.29411765
2007-12-05 ,1035.18627451
2007-12-06 ,1007.08823529
2007-12-07 ,1035.62745098
2007-12-08 ,1014.94117647
2007-12-09 ,1045.58823529
2007-12-10 ,1011.66666667
2007-12-11 ,1030.81372549
2007-12-12 ,1027.78431373
2007-12-13 ,1015.81372549
2007-12-14 ,1037.97058824
2007-12-15 ,1035.57843137
2007-12-16 ,1020.8627451
2007-12-17 ,1000.21568627
2007-12-18 ,1016.52941176
2007-12-19 ,1020.47058824
2007-12-20 ,1044.11764706
2007-12-21 ,1022.49019608
2007-12-22 ,981.470588235
2007-12-23 ,998.862745098
2007-12-24 ,994.725490196
2007-12-25 ,1063.64705882
2007-12-26 ,1014.43137255
2007-12-27 ,1018.91176471
2007-12-28 ,1044.1372549
2007-12-29 ,1019.55882353
2007-12-30 ,991.68627451
2007-12-31 ,1030.67647059
2008-01-01 ,1062.67647059
2008-01-02 ,1067.89705882
2008-01-03 ,1063.19607843
2008-01-04 ,1058.97058824
2008-01-05 ,1059.26470588
2008-01-06 ,1003.19607843
2008-01-07 ,1049.52941176
2008-01-08 ,1061.04901961
2008-01-09 ,1022.92156863
2008-01-10 ,1020.16666667
2008-01-11 ,1038.96568627
2008-01-12 ,1039.06862745
2008-01-13 ,1048.41176471
2008-01-14 ,1106.8627451
2008-01-15 ,1035.30392157
2008-01-16 ,1013.2745098
2008-01-17 ,1034.00980392
2008-01-18 ,1053.17647059
2008-01-19 ,1052.97058824
2008-01-20 ,1032.33333333
2008-01-21 ,1034.85294118
2008-01-22 ,1056.17647059
2008-01-23 ,1061.53921569
2008-01-24 ,1078.87254902
2008-01-25 ,1050.46078431
2008-01-26 ,1032.49019608
2008-01-27 ,1048.07843137
2008-01-28 ,1061.6372549
2008-01-29 ,1037.06862745
2008-01-30 ,1044.8627451
2008-01-31 ,1041.94117647
2008-02-01 ,1039.59803922
2008-02-02 ,1087.15686275
2008-02-03 ,1061.47058824
2008-02-04 ,1040.57843137
2008-02-05 ,1051.34313725
2008-02-06 ,1090.99019608
2008-02-07 ,1100.73529412
2008-02-08 ,1067.49019608
2008-02-09 ,1099.24509804
2008-02-10 ,1039.54901961
2008-02-11 ,1056.00980392
2008-02-12 ,1064.48039216
2008-02-13 ,1098.62745098
2008-02-14 ,1054.02941176
2008-02-15 ,1096.03921569
2008-02-16 ,1052.79411765
2008-02-17 ,1071.52941176
2008-02-18 ,1053.11764706
2008-02-19 ,1058.71078431
2008-02-20 ,1079.17647059
2008-02-21 ,1056.42156863
2008-02-22 ,1065.37254902
2008-02-23 ,1085.97058824
2008-02-24 ,1124.8627451
2008-02-25 ,1062.45098039
2008-02-26 ,1080.8627451
2008-02-27 ,1091.30392157
2008-02-28 ,1111.0
2008-02-29 ,1069.12745098
2008-03-01 ,1085.67647059
2008-03-02 ,1107.23529412
2008-03-03 ,1092.41176471
2008-03-04 ,1089.69607843
2008-03-05 ,1063.82352941
2008-03-06 ,1121.82352941
2008-03-07 ,1090.53921569
2008-03-08 ,1093.71078431
2008-03-09 ,1099.12745098
2008-03-10 ,1091.37254902
2008-03-11 ,1109.00980392
2008-03-12 ,1089.92156863
2008-03-13 ,1116.14705882
2008-03-14 ,1096.61764706
2008-03-15 ,1111.23529412
2008-03-16 ,1124.24509804
2008-03-17 ,1100.17156863
2008-03-18 ,1194.8627451
2008-03-19 ,1093.65686275
2008-03-20 ,1078.84313725
2008-03-21 ,1094.75490196
2008-03-22 ,1113.55555556
2008-03-23 ,1083.45098039
2008-03-24 ,1099.19607843
2008-03-25 ,1076.05882353
2008-03-26 ,1112.43137255
2008-03-27 ,1038.28431373
2008-03-28 ,1051.48039216
2008-03-29 ,1067.62745098
2008-03-30 ,1085.21568627
2008-03-31 ,1130.96078431
2008-04-01 ,1047.01960784
2008-04-02 ,1044.25490196
2008-04-03 ,1047.38235294
2008-04-04 ,1076.49019608
2008-04-05 ,1076.49019608
2008-04-06 ,1131.07843137
2008-04-07 ,1047.05882353
2008-04-08 ,1059.84313725
2008-04-09 ,1064.7745098
2008-04-10 ,1066.42156863
2008-04-11 ,1057.20588235
2008-04-12 ,1035.05882353
2008-04-13 ,909.450980392
2008-04-14 ,894.117647059
2008-04-15 ,1063.45098039
2008-04-16 ,1047.10784314
2008-04-17 ,1068.19607843
2008-04-18 ,1057.79411765
2008-04-19 ,1022.25490196
2008-04-20 ,866.843137255
2008-04-21 ,1020.55882353
2008-04-22 ,1023.29411765
2008-04-23 ,1040.61764706
2008-04-24 ,1037.01960784
2008-04-25 ,1025.53921569
2008-04-26 ,1025.74509804
2008-04-27 ,892.725490196
2008-04-28 ,1031.90196078
2008-04-29 ,1004.80392157
2008-04-30 ,1028.74509804
2008-05-01 ,1053.66666667
2008-05-02 ,1027.7745098
2008-05-03 ,1054.85294118
2008-05-04 ,892.941176471
2008-05-05 ,1067.85294118
2008-05-06 ,1037.29411765
2008-05-07 ,1027.10784314
2008-05-08 ,1054.62745098
2008-05-09 ,1040.0
2008-05-10 ,1027.85294118
2008-05-11 ,944.058823529
2008-05-12 ,1044.74509804
2008-05-13 ,1058.74509804
2008-05-14 ,1016.66666667
2008-05-15 ,1011.20588235
2008-05-16 ,1061.64705882
2008-05-17 ,1045.50980392
2008-05-18 ,1066.74509804
2008-05-19 ,1054.54901961
2008-05-20 ,1027.96078431
